采样时刻,通气速率,搅拌功率,底物流加速率,底物流加温度,底物浓度,溶氧浓度,菌体浓度,体积,c02浓度,PH值,反应温度,反应热,酸流速,基质流速,冷却水流速,青霉素浓度
0.0,0.4397905759162199,0.5465202828433178,0.0,0.58379120879124,1.0,0.9852709618160348,0.0,0.1745737944471486,0.0854690771817029,0.2106918238993707,0.5161637931037149,0.0,0.0,0.0,0.0,2.2204e-16
0.0012515644555694,0.4258289703315938,0.5221436546334175,0.0,0.6105769230769056,0.9992996171520582,0.9869549053055168,0.0004262553790337,0.1725442441954854,0.0,0.2003593890386348,0.5172413793102351,0.0004267549586097,0.0,0.0,2.09620754131532e-05,1.6825e-06
0.0025031289111389,0.4101221640488575,0.5,0.0,0.6332417582418657,0.9985592124270916,0.9748939334295574,0.0008736608341264,0.1705309303458335,0.0549493221655311,0.1900269541778954,0.5183189655176648,0.0008756825348519,0.0,0.019551390485028,2.096207541306942e-06,3.4217e-06
0.0037546933667083,0.3891797556719041,0.4778563453665825,0.0,0.6535027472529009,0.997772115512262,0.9878296811442072,0.0013454702231333,0.1685176164961817,0.1050373079305158,0.1868823000898452,0.5204741379316147,0.0013478288632593,0.0,0.020075106568661,2.096207541306942e-06,5.2206e-06
0.0050062578222778,0.3717277486910859,0.4581317454410154,0.0,0.6717032967032992,0.9969316560947322,1.0,0.0018408700815904,0.1664880662445185,0.0659500004915406,0.1837376460017949,0.5247844827590598,0.0018444574569692,0.0,0.0282617227132027,0.0003014556065166,7.0831e-06
0.0062578222778473,0.3577661431064598,0.4359880908075908,0.0,0.6899038461538112,0.996051174800177,0.9175086384114072,0.0023631142673532,0.1644747523948666,0.0826672958386174,0.1837376460017949,0.5247844827590598,0.002366981276909,0.0,0.0330834291886142,0.0011980035719376,9.0133e-06
0.0075093867334167,0.3438045375218053,0.4162634908820237,0.0,0.7039835164836177,0.995110660690084,0.9342168569304105,0.0029113893159577,0.1624452021432034,0.0056723783682818,0.1846361185983838,0.5118534482762698,0.0029166774223788,0.0,0.0375194532768542,2.096207541306942e-06,1.1016e-05
0.0087609511889862,0.331588132635261,0.3941198362485991,0.0,0.7135989010989761,0.9941167840772908,0.9453046406858228,0.0034889490852592,0.1604318882935516,0.065905761838755,0.1868823000898452,0.519396551724185,0.0034950403712826,0.0,0.0410406658081539,2.096207541306942e-06,1.3094e-05
0.0100125156445556,0.3228621291448519,0.3675102344622232,0.0,0.725274725274744,0.9930628746489598,0.972236801819534,0.0040974205041852,0.1584023380418884,0.0914806185546741,0.1900269541778954,0.5301724137934798,0.0041037004631522,0.0,0.0439129846389316,0.0038046166874889,1.5255e-05
0.0112640801001251,0.3123909249563894,0.3429475251209481,0.0,0.7414148351649601,0.9919489324050909,0.9576717841053224,0.0047368035727359,0.1563890241922401,0.0883150971775739,0.1940700808625308,0.4892241379316147,0.0047441521758918,0.0,0.0455193179497128,0.002288639393609,1.7502e-05
0.0125156445556946,0.3054101221640337,0.318570896911055,0.0,0.7534340659341296,0.990768287032846,0.9704216419542496,0.0054103521487663,0.1543757103425882,0.0576478799854504,0.197214734950581,0.4687500000004547,0.0054180258490332,0.0,0.0468326679733971,2.096207541306942e-06,1.984e-05
0.013767209011264,0.3019197207678985,0.2964272422776304,0.0,0.7671703296704209,0.9895209385322266,0.9486178541748682,0.0061188796967404,0.1523623964929363,0.0494293213790662,0.2008086253369256,0.4838362068971946,0.0061272235453635,0.0,0.0473942756599802,2.096207541306942e-06,2.2277e-05
0.0150187734668335,0.2966841186736246,0.2744696687755876,0.0,0.7767857142857792,0.9882002165903938,0.9225932729738008,0.0068648266100495,0.1503328462412732,0.0723646051454469,0.203504043126685,0.5010775862074297,0.006873511466042,0.0,0.0487225116705377,2.096207541306942e-06,2.4817e-05
0.016270337922403,0.2897033158813258,0.2569780424264962,0.0,0.7888049450550625,0.9868061212073485,0.9273498665966836,0.0076498198176212,0.1483195323916213,0.061644104953746,0.2057502246181464,0.5204741379316147,0.0076589275354836,0.0,0.0500879626482785,2.096207541306942e-06,2.7467e-05
0.0175219023779724,0.2827225130889985,0.2394864160774119,0.0,0.7963598901098976,0.9853319820702522,0.9276451034422432,0.0084754862483832,0.1463062185419694,0.1095152426735875,0.2075471698113205,0.5420258620697496,0.0084852379548477,0.0,0.0516205426604602,2.096207541306942e-06,3.0233e-05
0.0187734668335419,0.2774869109947531,0.2244138444361709,0.0,0.8080357142856656,0.9837711288662682,0.9195315575383808,0.0093450797601906,0.1442766682903062,0.062430569892156,0.2088948787062001,0.5657327586209249,0.009354888233432,0.0,0.0527376683117238,0.0041389617903289,3.3124e-05
0.0200250312891113,0.2670157068062906,0.2115742463714198,0.0,0.8221153846153584,0.9821235615953962,0.9213357827056824,0.0102594138175073,0.1422633544406544,0.0294727735669134,0.2097933513027818,0.5355603448278998,0.0102697804340235,0.0,0.054743216725016,0.0109487016090489,3.6146e-05
0.0212765957446808,0.2617801047120451,0.2033866765909948,0.0,0.8337912087911263,0.9803826099447984,0.923730481564098,0.0112217422781885,0.1402500405910061,0.0492769437972493,0.2106918238993707,0.4461206896553449,0.0112322242042924,0.0,0.0561614452925802,2.096207541306942e-06,3.9307e-05
0.0225281602002503,0.2582897033159099,0.1976181615184202,0.0,0.8478708791210465,0.9785482739144754,0.9020032366706036,0.0122345055356256,0.1382367267413542,0.0550672919062926,0.2106918238993707,0.4773706896553449,0.0122448009151639,0.0,0.0586243994843425,2.096207541306942e-06,4.2616e-05
0.0237797246558197,0.2582897033159099,0.1871976181615124,0.0,0.8616071428571104,0.9766072128787516,0.9385360626339504,0.01330014398321,0.1362234128917023,0.0841566638157312,0.2102425876010762,0.5107758620692948,0.0133100919375634,0.0,0.0605467216982976,0.0136454726109522,4.6081e-05
0.0250312891113892,0.2565445026177997,0.1743580200967613,0.0,0.8712225274726961,0.9745594268376274,0.922790097537506,0.0144210980143332,0.1341938626400391,0.0648882728246871,0.2097933513027818,0.4084051724144046,0.0144312220889268,0.0,0.0627850328154266,2.096207541306942e-06,4.9712e-05
0.0262828535669587,0.2530541012216361,0.156866393747677,0.0,0.8853021978022753,0.9723982454782648,0.9069894589511432,0.0156006214868503,0.1321805487903873,0.0775651045506827,0.2088948787062001,0.4482758620692948,0.0156091424006477,0.0,0.065098450502689,2.096207541306942e-06,5.3519e-05
0.0275344180225281,0.2530541012216361,0.1395608485299604,0.0,0.8969780219781569,0.9701169984878266,0.9022000612343088,0.0168411547941528,0.1301672349407354,0.1420896373413553,0.207097933513026,0.4903017241381349,0.0168495590610874,0.0,0.0678056702063266,0.0122217284488902,5.7513e-05
0.0287859824780976,0.2513089005235542,0.1196501674730186,0.0,0.9069368131869168,0.9677156858663126,0.9009644403621576,0.0181459517940958,0.1281539210910871,0.099925285830851,0.2053009883198555,0.4084051724144046,0.0181538306865223,0.0,0.0707625685079753,2.096207541306942e-06,6.1705e-05
0.030037546933667,0.2530541012216361,0.1023446222553019,0.0,0.9165521978022751,0.9651742966752106,0.9052508419717444,0.0195190798089985,0.1261406072414352,0.0910529782444136,0.2030548068283906,0.4590517241385896,0.0195246745095055,0.0,0.0739968874740807,2.096207541306942e-06,6.6106e-05
0.0312891113892365,0.2582897033159099,0.0870859694826933,0.0,0.9217032967034128,0.9624995012273574,0.9107837991514672,0.0209629792322522,0.1241272933917834,0.1105966319639012,0.2003593890386348,0.5118534482762698,0.0209675249951429,0.0,0.0772650382285345,0.014793355860577,7.073e-05
0.032540675844806,0.2582897033159099,0.0744324525493169,0.0,0.9251373626374289,0.9596779588970786,0.8925884617066888,0.0224817173861759,0.1221139795421315,0.1176649855978608,0.1976639712488754,0.4213362068967399,0.0224850993759875,0.0,0.0817646660788694,0.001962050258672,7.5589e-05
0.0337922403003754,0.2617801047120451,0.0662448827688919,0.0,0.9326923076923777,0.9567096696843738,0.8824519966758508,0.0240793615930888,0.1201006656924832,0.0915985882954356,0.1949685534591196,0.4525862068967399,0.0240814735008688,0.0,0.0858583124690237,2.096207541306942e-06,8.0699e-05
0.0350438047559449,0.2652705061082088,0.0580573129884669,0.0,0.9378434065934016,0.9535746226507306,0.8724795521147701,0.0257599791753097,0.1180873518428313,0.0504615566107293,0.1918238993710694,0.519396551724185,0.0257593646023398,0.0,0.0911699032397199,0.011087470548284,8.6075e-05
0.0362953692115144,0.2670157068062906,0.0522887979158923,0.0,0.9412774725275312,0.950272817796149,0.8700083103704674,0.0275268239906939,0.1160740379931795,0.0545708359139214,0.1891284815813101,0.4698275862074297,0.0275242071455064,0.0,0.0957845591704393,0.0132191039970485,9.1732e-05
0.0375469336670838,0.263525305410127,0.0463342017119501,0.0,0.9399038461539247,0.9467975848077914,0.8847045444604813,0.0293847768260243,0.1140607241435311,0.089190039421555,0.1859838274932634,0.4094827586209248,0.0293787183629217,0.0,0.1009675891454116,2.096207541306942e-06,9.7688e-05
0.0387984981226533,0.2617801047120451,0.0383327130628998,0.0,0.93887362637372,0.9431289127471448,0.8903031098281069,0.0313395319325475,0.1120474102938793,0.1032775926308235,0.1832884097035041,0.4892241379316147,0.0313296913359681,0.0,0.1069490493254057,2.096207541306942e-06,0.00010396
0.0400500625782227,0.2582897033159099,0.0301451432824748,0.0,0.9337225274725824,0.9392668016142102,0.886771202379391,0.0333951566325825,0.1100340964442274,0.0663727253959359,0.1801437556154503,0.57543103448279,0.0333825605297516,0.0,0.1130387712281146,0.0323591558152989,0.00011057
0.0413016270337922,0.2582897033159099,0.026609601786383,0.0,0.9302884615385664,0.9351979107833116,0.8454161746052566,0.0355557182484483,0.1080207825945755,0.0734017557829749,0.1774483378256981,0.4040948275865048,0.0355386845605487,0.0,0.1188781378970455,0.0274666074138668,0.00011754
0.0425531914893617,0.2617801047120451,0.0186081131373256,0.0,0.929258241758248,0.9309222402544494,0.8238966889734503,0.0378277244958554,0.1060237051469386,0.0913282409728571,0.1747529200359387,0.2672413793106898,0.0378062151260184,0.0,0.125603897420704,2.096207541306942e-06,0.0001249
0.0438047559449311,0.268760907504344,0.0104205433569006,0.0,0.92616758241752,0.9264131087762734,0.8698989633906304,0.0402160561615865,0.1040103912972867,0.0791822730802882,0.1720575022461794,0.3706896551725549,0.0401892280749901,0.0,0.1319710399878697,2.096207541306942e-06,0.00013265
0.0450563204005006,0.2792321116928349,0.0068850018608159,0.0,0.9186126373627984,0.9216638460359458,0.8389209640029733,0.0427280344258161,0.1019970774476348,0.066063054826437,0.1693620844564236,0.480603448275815,0.0426945164888464,0.0,0.1387170985845372,0.0260852066441394,0.00014084
0.04630788485607,0.2931937172774894,0.0011164867882413,0.0,0.911057692307736,0.9166677817206292,0.8540983248042693,0.0453685400753268,0.0999837635979865,0.0905712684696375,0.1662174303683734,0.3717672413799846,0.0453288734489696,0.0,0.1459029704297338,0.0063724709256013,0.00014949
0.0475594493116395,0.3089005235601973,0.0,0.0,0.8993818681319681,0.9114049048918113,0.836952718365918,0.0481440808258291,0.0979866861503495,0.0344471643023564,0.1630727762803197,0.4181034482762698,0.0480977334204659,0.0,0.1536166181731651,2.096207541306942e-06,0.00015863
0.048811013767209,0.3211169284467701,0.0011164867882413,0.0,0.883241758241752,0.9058685452366542,0.8361435507151302,0.0510627913219611,0.0959733723006976,0.1598391679200951,0.1599281221922694,0.5495689655176648,0.0510092481009941,0.0,0.1620474998295821,0.0202076503190427,0.00016829
0.0500625782227784,0.3280977312390973,0.0068850018608159,0.0,0.8626373626375425,0.9000386918166453,0.8128417093119875,0.0541311792794331,0.0939600584510458,0.0850561830890376,0.1567834681042228,0.5021551724139499,0.0540688519556602,0.0,0.1703024561865875,0.0468586233785834,0.0001785
0.0513141426783479,0.3350785340313962,0.011537030145142,0.0,0.8434065934067121,0.8939086743189472,0.7873201242181693,0.0573557524139557,0.0919467446013975,0.1320720401883583,0.1536388140161726,0.3071120689655799,0.0572833380658467,0.0,0.1795047026173477,2.096207541306942e-06,0.00018931
0.0525657071339174,0.3403141361256701,0.0161890584294752,0.0,0.8262362637364049,0.8874584818050473,0.7221493242356658,0.0607438319057031,0.0899496671537605,0.0699658870832964,0.1504941599281224,0.4633620689655799,0.060662216745489,0.0,0.1888558089168407,2.096207541306942e-06,0.00020076
0.0538172715894868,0.3455497382198871,0.0186081131373256,0.0,0.809065934065984,0.880668103336433,0.7677142107334998,0.0643059927927048,0.0879363533041051,0.0991486517041712,0.1473495058400722,0.6293103448278998,0.0642122810759697,0.0,0.1989173827716498,0.0856615211758885,0.00021288
0.0550688360450563,0.3490401396160507,0.0208410867138084,0.0,0.7898351648352673,0.8735308686002665,0.7682281415387298,0.0680487427906711,0.0859230394544532,0.1340431179402483,0.1442048517520184,0.2823275862069749,0.0679430413712242,0.0,0.2090060220571376,0.0578196926121261,0.00022572
0.0563204005006257,0.3525305410122428,0.0208410867138084,0.0,0.7706043956044368,0.8660267666580356,0.7335760836285701,0.0719785896153126,0.0839259620068162,0.0848349898251099,0.1410601976639682,0.0721982758623198,0.0718599320963585,0.0,0.2197036335328963,2.096207541306942e-06,0.00023935
0.0575719649561952,0.3542757417102962,0.0232601414216659,0.0,0.7554945054945392,0.8581357865712274,0.7374250973188108,0.0761077352335863,0.0819288845591792,0.1130789119257577,0.1374663072776272,0.26831896551721,0.0759738221815845,0.0,0.2304689085853517,2.096207541306942e-06,0.0002538
0.0588235294117647,0.3577661431064598,0.0301451432824748,0.0,0.7424450549450512,0.8498379174013292,0.7264029217513013,0.0804435008256664,0.0799155707095309,0.1211008542975393,0.1338724168912826,0.4762931034488247,0.0802969391733906,0.0,0.242052912915838,0.0508372252920017,0.00026915
0.0600750938673341,0.3612565445026234,0.0394491998511341,0.0,0.7297390109890785,0.8411131482098286,0.7329965446354372,0.0850070364676119,0.0779184932618939,0.133620393035853,0.1298292902066471,0.331896551724185,0.0848387933857125,0.0,0.2536707490346728,0.0224189396543772,0.00028546
0.0613266583229036,0.3664921465968689,0.0487532564198005,0.0,0.7146291208790672,0.8319481383710505,0.710317981017365,0.0897902075147847,0.075905179412242,0.1225263219984074,0.1257861635220081,0.3620689655176647,0.089607536516209,0.0,0.2667568847678273,2.096207541306942e-06,0.0003028
0.0625782227784731,0.3664921465968689,0.0558243394119841,0.0,0.7039835164836177,0.8223028660079695,0.7401150330227875,0.094825552545737,0.0739081019646015,0.1228065001327159,0.1212938005390817,0.6077586206902197,0.0946153961113685,0.0,0.2801881047421353,0.0246262461953833,0.00032124
0.0638297872340425,0.3630017452006768,0.0604763676963173,0.0,0.6888736263736064,0.8121706608077484,0.6998644097450022,0.1001049369158308,0.0718947881149532,0.123602795882856,0.1168014375561519,0.64870689655163,0.099875958333956,0.0,0.2946275120092251,0.1073970971717967,0.00034089
0.065081351689612,0.3595113438045416,0.062709341272793,0.0,0.6782280219779295,0.8015315118318741,0.6580829287495078,0.1056446299143421,0.0698814742653013,0.1390076778639613,0.1123090745732255,0.3103448275869596,0.1053973748816305,0.0,0.309296975437084,0.0246304386104659,0.00036183
0.0663329161451814,0.3542757417102962,0.062709341272793,0.0,0.6631181318681456,0.7903587378289969,0.641812098149849,0.1114690354751852,0.0678843968176643,0.13181152367751,0.1078167115902957,0.3825431034483699,0.1111891560683275,0.0,0.3245009811208472,2.096207541306942e-06,0.00038417
0.0675844806007509,0.3542757417102962,0.0604763676963173,0.0,0.6524725274724688,0.7786189872349288,0.6491055417049374,0.11757815359836,0.0658873193700273,0.0967843414830762,0.1028751123090714,0.6864224137934798,0.1172703225219179,0.0,0.3402868935642027,0.0902626967290777,0.00040802
0.0688360450563204,0.3577661431064598,0.0604763676963173,0.0,0.6394230769232081,0.7662855787983197,0.6226873113764597,0.1239882535731426,0.0638740055203754,0.188953116858859,0.0974842767295598,0.4633620689655799,0.123650384556337,0.0,0.3576155355562445,0.1413116389827524,0.00043352
0.0700876095118898,0.3612565445026234,0.0604763676963173,0.0,0.6246565934067121,0.7533585125191699,0.6183462362769543,0.1307074700441711,0.0618769280727384,0.1784882177721414,0.0920934411500447,0.0668103448278998,0.1303388524855205,0.0,0.3754042898698242,2.096207541306942e-06,0.0004608
0.0713391739674593,0.3630017452006768,0.0580573129884669,0.0,0.6095467032967008,0.7397844258947788,0.5991667760136465,0.1377520723007215,0.0598798506251014,0.2088261027713058,0.0871518418688239,0.4234913793106898,0.1373520297047863,0.0,0.3940320725344438,2.096207541306942e-06,0.00049003
0.0725907384230288,0.3664921465968689,0.0580573129884669,0.0,0.5923763736263936,0.7255366376737962,0.5502340025368486,0.1451545989213461,0.0578665367754496,0.1707710305639936,0.0817610062893088,0.7984913793106898,0.1447143713071111,0.0,0.413695107922524,0.1901008695068881,0.00052139
0.0738423028785982,0.3630017452006768,0.0604763676963173,0.0,0.5752060439560864,0.7105884666048718,0.554640685824257,0.1529069152614068,0.0558694593278126,0.1973584608881155,0.0763701707097936,0.2941810344832447,0.1524285945250481,0.0,0.4344610596107613,0.134614255888247,0.00055507
0.0750938673341677,0.3612565445026234,0.0651283959806434,0.0,0.5600961538463025,0.6949265720623311,0.5375606875738086,0.1610252906101796,0.0538723818801756,0.1575829966280316,0.0709793351302749,0.0,0.1605055682888092,0.0,0.4558292171316001,2.096207541306942e-06,0.0005913
0.0763454317897371,0.3595113438045416,0.0720133978414594,0.0,0.5408653846154721,0.6785042618563109,0.4820014871189251,0.1695341289015789,0.051875304432535,0.1735187424425635,0.0660377358490578,0.4396551724144046,0.1689697476913713,0.0,0.4781852628722115,0.0012737185883299,0.00063035
0.0775969962453066,0.3542757417102962,0.0813174544101258,0.0,0.5216346153846416,0.6612748437969486,0.4795521147705894,0.1784578340695186,0.049878226984898,0.1953628061069002,0.0606469002695391,0.88038793103442,0.1778442292094348,0.0,0.5010555517957185,0.1989468653312427,0.0006725
0.078848560700876,0.350785340314161,0.0883885374023023,0.0,0.5065247252748577,0.6432316475714065,0.4562940121593843,0.1878045407586369,0.0478649131352497,0.2398865524326343,0.0557053009883183,0.436422413793025,0.1871344473081056,0.0,0.525272345895491,0.1607812146264977,0.00071809
0.0801001251564455,0.3455497382198871,0.0976925939709758,0.0,0.4893543956045505,0.6243479919283343,0.3781218562743298,0.1975742489689337,0.045884072089624,0.2045398688569715,0.0507637017070976,0.1454741379311599,0.1968485536850428,0.0,0.5496041680756479,2.096207541306942e-06,0.0007675
0.081351689612015,0.3403141361256701,0.1069966505396351,0.0,0.4742445054945392,0.6045771846778697,0.3972794471416705,0.2077994972789613,0.0438707582399722,0.225489328653867,0.0453728661275789,0.6831896551725549,0.2070137206657763,0.0,0.5750524392713016,0.0525707889286702,0.00082119
0.0826032540675844,0.3350785340313962,0.1185336806847772,0.0,0.4615384615385665,0.5838725336301497,0.3994991908323495,0.2184965549779957,0.0418736807923352,0.2619419785491688,0.0399820305480673,0.8750000000004547,0.2176516861107299,0.0,0.6009675891461629,0.2987787494864292,0.00087966
